5, 32
5.01, 18
5.02, 25
5.03, 33
5.04, 24
5.05, 24
5.06, 31
5.07, 25
5.08, 31
5.09, 25
5.1, 21
5.11, 23
5.12, 31
5.13, 26
5.14, 27
5.15, 25
5.16, 25
5.17, 22
5.18, 28
5.19, 31
5.2, 24
5.21, 23
5.22, 21
5.23, 27
5.24, 23
5.25, 34
5.26, 33
5.27, 24
5.28, 18
5.29, 18
5.3, 25
5.31, 19
5.32, 22
5.33, 28
5.34, 16
5.35, 18
5.36, 21
5.37, 21
5.38, 18
5.39, 17
5.4, 32
5.41, 23
5.42, 34
5.43, 20
5.44, 23
5.45, 17
5.46, 24
5.47, 37
5.48, 26
5.49, 29
5.5, 21
5.51, 21
5.52, 33
5.53, 23
5.54, 30
5.55, 13
5.56, 30
5.57, 27
5.58, 24
5.59, 18
5.6, 20
5.61, 18
5.62, 34
5.63, 23
5.64, 24
5.65, 19
5.66, 22
5.67, 15
5.68, 25
5.69, 18
5.7, 18
5.71, 24
5.72, 22
5.73, 23
5.74, 24
5.75, 29
5.76, 25
5.77, 28
5.78, 19
5.79, 26
5.8, 24
5.81, 36
5.82, 17
5.83, 30
5.84, 22
5.85, 19
5.86, 25
5.87, 19
5.88, 19
5.89, 21
5.9, 28
5.91, 20
5.92, 23
5.93, 14
5.94, 20
5.95, 18
5.96, 16
5.97, 24
5.98, 28
5.99, 17
6, 26
6.01, 20
6.02, 22
6.03, 33
6.04, 23
6.05, 20
6.06, 26
6.07, 33
6.08, 16
6.09, 27
6.1, 21
6.11, 26
6.12, 17
6.13, 20
6.14, 25
6.15, 23
6.16, 24
6.17, 23
6.18, 17
6.19, 32
6.2, 33
6.21, 19
6.22, 25
6.23, 18
6.24, 27
6.25, 18
6.26, 23
6.27, 29
6.28, 15
6.29, 23
6.3, 26
6.31, 21
6.32, 32
6.33, 20
6.34, 25
6.35, 20
6.36, 23
6.37, 27
6.38, 26
6.39, 34
6.4, 29
6.41, 32
6.42, 43
6.43, 30
6.44, 27
6.45, 31
6.46, 29
6.47, 33
6.48, 33
6.49, 28
6.5, 29
6.51, 27
6.52, 41
6.53, 28
6.54, 29
6.55, 25
6.56, 29
6.57, 29
6.58, 24
6.59, 32
6.6, 24
6.61, 41
6.62, 27
6.63, 33
6.64, 29
6.65, 34
6.66, 29
6.67, 33
6.68, 40
6.69, 39
6.7, 25
6.71, 27
6.72, 35
6.73, 34
6.74, 28
6.75, 22
6.76, 25
6.77, 26
6.78, 33
6.79, 35
6.8, 28
6.81, 38
6.82, 33
6.83, 36
6.84, 29
6.85, 45
6.86, 43
6.87, 33
6.88, 40
6.89, 40
6.9, 29
6.91, 38
6.92, 35
6.93, 37
6.94, 34
6.95, 38
6.96, 37
6.97, 29
6.98, 42
6.99, 31
7, 28
7.01, 23
7.02, 33
7.03, 36
7.04, 26
7.05, 49
7.06, 42
7.07, 23
7.08, 43
7.09, 33
7.1, 30
7.11, 41
7.12, 45
7.13, 39
7.14, 31
7.15, 35
7.16, 41
7.17, 37
7.18, 30
7.19, 40
7.2, 29
7.21, 39
7.22, 33
7.23, 30
7.24, 22
7.25, 34
7.26, 34
7.27, 33
7.28, 27
7.29, 29
7.3, 39
7.31, 30
7.32, 34
7.33, 42
7.34, 30
7.35, 27
7.36, 37
7.37, 39
7.38, 34
7.39, 32
7.4, 33
7.41, 29
7.42, 29
7.43, 29
7.44, 38
7.45, 33
7.46, 34
7.47, 34
7.48, 38
7.49, 35
7.5, 37
7.51, 37
7.52, 27
7.53, 24
7.54, 29
7.55, 30
7.56, 35
7.57, 33
7.58, 27
7.59, 35
7.6, 28
7.61, 28
7.62, 21
7.63, 25
7.64, 17
7.65, 22
7.66, 15
7.67, 18
7.68, 16
7.69, 15
7.7, 14
7.71, 20
7.72, 20
7.73, 19
7.74, 12
7.75, 9
7.76, 19
7.77, 10
7.78, 15
7.79, 11
7.8, 17
7.81, 21
7.82, 16
7.83, 16
7.84, 15
7.85, 17
7.86, 20
7.87, 15
7.88, 18
7.89, 8
7.9, 15
7.91, 15
7.92, 8
7.93, 12
7.94, 9
7.95, 11
7.96, 21
7.97, 13
7.98, 16
7.99, 16
8, 11
8.01, 13
8.02, 18
8.03, 13
8.04, 14
8.05, 18
8.06, 16
8.07, 17
8.08, 17
8.09, 17
8.1, 13
8.11, 14
8.12, 19
8.13, 18
8.14, 17
8.15, 12
8.16, 14
8.17, 17
8.18, 17
8.19, 13
8.2, 19
8.21, 20
8.22, 17
8.23, 22
8.24, 20
8.25, 22
8.26, 10
8.27, 12
8.28, 10
8.29, 12
8.3, 22
8.31, 20
8.32, 13
8.33, 24
8.34, 14
8.35, 12
8.36, 15
8.37, 9
8.38, 7
8.39, 12
8.4, 11
8.41, 11
8.42, 15
8.43, 9
8.44, 11
8.45, 7
8.46, 11
8.47, 20
8.48, 19
8.49, 12
8.5, 14
8.51, 26
8.52, 10
8.53, 15
8.54, 19
8.55, 15
8.56, 19
8.57, 13
8.58, 16
8.59, 17
8.6, 15
8.61, 14
8.62, 16
8.63, 11
8.64, 11
8.65, 12
8.66, 19
8.67, 13
8.68, 10
8.69, 19
8.7, 17
8.71, 15
8.72, 21
8.73, 12
8.74, 7
8.75, 10
8.76, 17
8.77, 14
8.78, 14
8.79, 13
8.8, 15
8.81, 17
8.82, 13
8.83, 16
8.84, 15
8.85, 19
8.86, 10
8.87, 12
8.88, 20
8.89, 13
8.9, 14
8.91, 11
8.92, 25
8.93, 14
8.94, 15
8.95, 11
8.96, 17
8.97, 12
8.98, 8
8.99, 8
9, 15
9.01, 20
9.02, 16
9.03, 15
9.04, 16
9.05, 14
9.06, 14
9.07, 15
9.08, 15
9.09, 14
9.1, 16
9.11, 17
9.12, 14
9.13, 18
9.14, 16
9.15, 8
9.16, 11
9.17, 13
9.18, 28
9.19, 18
9.2, 8
9.21, 17
9.22, 16
9.23, 14
9.24, 13
9.25, 15
9.26, 12
9.27, 12
9.28, 20
9.29, 15
9.3, 21
9.31, 18
9.32, 14
9.33, 13
9.34, 15
9.35, 14
9.36, 19
9.37, 18
9.38, 28
9.39, 14
9.4, 17
9.41, 25
9.42, 22
9.43, 24
9.44, 23
9.45, 15
9.46, 15
9.47, 23
9.48, 16
9.49, 22
9.5, 14
9.51, 22
9.52, 15
9.53, 12
9.54, 12
9.55, 14
9.56, 14
9.57, 17
9.58, 23
9.59, 17
9.6, 16
9.61, 15
9.62, 19
9.63, 17
9.64, 19
9.65, 17
9.66, 9
9.67, 12
9.68, 25
9.69, 11
9.7, 20
9.71, 12
9.72, 11
9.73, 20
9.74, 19
9.75, 15
9.76, 16
9.77, 15
9.78, 17
9.79, 25
9.8, 16
9.81, 24
9.82, 11
9.83, 17
9.84, 15
9.85, 14
9.86, 17
9.87, 24
9.88, 20
9.89, 23
9.9, 16
9.91, 9
9.92, 18
9.93, 24
9.94, 21
9.95, 26
9.96, 19
9.97, 27
9.98, 19
9.99, 13
10, 22
10.01, 15
10.02, 18
10.03, 9
10.04, 22
10.05, 21
10.06, 16
10.07, 25
10.08, 10
10.09, 12
10.1, 15
10.11, 17
10.12, 17
10.13, 18
10.14, 10
10.15, 23
10.16, 12
10.17, 17
10.18, 16
10.19, 25
10.2, 15
10.21, 13
10.22, 22
10.23, 18
10.24, 11
10.25, 19
10.26, 16
10.27, 15
10.28, 15
10.29, 23
10.3, 15
10.31, 11
10.32, 25
10.33, 23
10.34, 21
10.35, 21
10.36, 20
10.37, 18
10.38, 19
10.39, 15
10.4, 16
10.41, 16
10.42, 14
10.43, 21
10.44, 15
10.45, 19
10.46, 11
10.47, 12
10.48, 11
10.49, 23
10.5, 14
10.51, 20
10.52, 16
10.53, 20
10.54, 13
10.55, 15
10.56, 15
10.57, 15
10.58, 19
10.59, 14
10.6, 12
10.61, 16
10.62, 13
10.63, 14
10.64, 21
10.65, 14
10.66, 13
10.67, 19
10.68, 14
10.69, 20
10.7, 9
10.71, 16
10.72, 15
10.73, 13
10.74, 11
10.75, 18
10.76, 12
10.77, 13
10.78, 17
10.79, 13
10.8, 7
10.81, 9
10.82, 9
10.83, 14
10.84, 6
10.85, 8
10.86, 12
10.87, 19
10.88, 15
10.89, 13
10.9, 7
10.91, 8
10.92, 11
10.93, 13
10.94, 6
10.95, 15
10.96, 15
10.97, 11
10.98, 17
10.99, 14
11, 19
11.01, 10
11.02, 7
11.03, 15
11.04, 20
11.05, 17
11.06, 10
11.07, 12
11.08, 13
11.09, 18
11.1, 12
11.11, 10
11.12, 11
11.13, 15
11.14, 15
11.15, 5
11.16, 11
11.17, 10
11.18, 15
11.19, 19
11.2, 14
11.21, 10
11.22, 10
11.23, 20
11.24, 12
11.25, 22
11.26, 10
11.27, 13
11.28, 7
11.29, 10
11.3, 10
11.31, 11
11.32, 8
11.33, 9
11.34, 10
11.35, 10
11.36, 17
11.37, 15
11.38, 15
11.39, 12
11.4, 13
11.41, 12
11.42, 18
11.43, 18
11.44, 9
11.45, 10
11.46, 12
11.47, 11
11.48, 12
11.49, 16
11.5, 9
11.51, 12
11.52, 8
11.53, 12
11.54, 17
11.55, 15
11.56, 10
11.57, 8
11.58, 11
11.59, 9
11.6, 20
11.61, 13
11.62, 18
11.63, 10
11.64, 11
11.65, 6
11.66, 15
11.67, 7
11.68, 10
